municipality_code,municipality_name,year,unemployment_rate
0186,Lidingö,2022,6.9
0187,Vaxholm,2022,6.7
0188,Norrtälje,2022,9.1
0191,Sigtuna,2022,14.9
0192,Nynäshamn,2022,11.7
0305,Håbo,2022,8.6
0319,Älvkarleby,2022,13.9
0330,Knivsta,2022,7.9
0331,Heby,2022,11.7
0360,Tierp,2022,12.3
0380,Uppsala,2022,10.2
0381,Enköping,2022,11.5
0382,Östhammar,2022,7.8
0428,Vingåker,2022,13.2
0461,Gnesta,2022,8.9
0480,Nyköping,2022,13
0481,Oxelösund,2022,14.7
0482,Flen,2022,17.9
0483,Katrineholm,2022,14.7
0484,Eskilstuna,2022,17.7
0486,Strängnäs,2022,10.5
0488,Trosa,2022,7.3
0509,Ödeshög,2022,10.7
0512,Ydre,2022,6.3
0513,Kinda,2022,8.5
0560,Boxholm,2022,9.6
0561,Åtvidaberg,2022,8.6
0562,Finspång,2022,13
0563,Valdemarsvik,2022,11.1
0580,Linköping,2022,9.7
0581,Norrköping,2022,15.1
0582,Söderköping,2022,8.8
0583,Motala,2022,13.1
0584,Vadstena,2022,9.8
0586,Mjölby,2022,9.8
0604,Aneby,2022,11.3
0617,Gnosjö,2022,8.5
0642,Mullsjö,2022,8.5
0643,Habo,2022,6.2
0662,Gislaved,2022,10.6
0665,Vaggeryd,2022,9.4
0680,Jönköping,2022,9.7
0682,Nässjö,2022,13.7
0683,Värnamo,2022,9.1
0684,Sävsjö,2022,11.8
0685,Vetlanda,2022,10.8
0686,Eksjö,2022,10.8
0687,Tranås,2022,11.4
0760,Uppvidinge,2022,12.7
0761,Lessebo,2022,18
0763,Tingsryd,2022,12
0764,Alvesta,2022,13.8
0765,Älmhult,2022,11.5
0767,Markaryd,2022,12.3
0780,Växjö,2022,11.5
0781,Ljungby,2022,10.2
0821,Högsby,2022,14.4
0834,Torsås,2022,11.4
0840,Mörbylånga,2022,6.9
0860,Hultsfred,2022,13.9
0861,Mönsterås,2022,10.8
0862,Emmaboda,2022,12.8
0880,Kalmar,2022,10.8
0881,Nybro,2022,12.2
0882,Oskarshamn,2022,11.1
0883,Västervik,2022,11.5
0884,Vimmerby,2022,9.3
0885,Borgholm,2022,10.1
0980,Gotland,2022,9.3
1060,Olofström,2022,14.6
1080,Karlskrona,2022,10.6
1081,Ronneby,2022,16.7
1082,Karlshamn,2022,14.2
1083,Sölvesborg,2022,12.1
1214,Svalöv,2022,11.2
1230,Staffanstorp,2022,8.6
1231,Burlöv,2022,16.6
1233,Vellinge,2022,6.5
1256,Östra Göinge,2022,16.5
1257,Örkelljunga,2022,11.3
1260,Bjuv,2022,14.9
1261,Kävlinge,2022,8.4
1262,Lomma,2022,6
1263,Svedala,2022,8.7
1264,Skurup,2022,10.9
1265,Sjöbo,2022,10
1266,Hörby,2022,10.4
1267,Höör,2022,9.2
1270,Tomelilla,2022,12.3
1272,Bromölla,2022,14.1
1273,Osby,2022,12.8
1275,Perstorp,2022,20.1
1276,Klippan,2022,13.2
1277,Åstorp,2022,16.1
1278,Båstad,2022,9
1280,Malmö,2022,18
1281,Lund,2022,8.5
1282,Landskrona,2022,16.2
1283,Helsingborg,2022,16.5
1284,Höganäs,2022,9.5
1285,Eslöv,2022,12.9
1286,Ystad,2022,9.5
1287,Trelleborg,2022,12.8
1290,Kristianstad,2022,14.9
1291,Simrishamn,2022,10.6
1292,Ängelholm,2022,9.7
1293,Hässleholm,2022,14
1315,Hylte,2022,13.5
1380,Halmstad,2022,12.4
1381,Laholm,2022,9.8
1382,Falkenberg,2022,11.1
1383,Varberg,2022,7.6
1384,Kungsbacka,2022,6
1401,Härryda,2022,7
1402,Partille,2022,9
1407,Öckerö,2022,5.5
1415,Stenungsund,2022,7.1
1419,Tjörn,2022,6.3
1421,Orust,2022,6.9
1427,Sotenäs,2022,8
1430,Munkedal,2022,10.6
1435,Tanum,2022,9
1438,Dals-Ed,2022,9.4
1439,Färgelanda,2022,11.1
1440,Ale,2022,8
1441,Lerum,2022,6.7
1442,Vårgårda,2022,9.6
1443,Bollebygd,2022,7.2
1444,Grästorp,2022,7.2
1445,Essunga,2022,9.6
1446,Karlsborg,2022,7.8
1447,Gullspång,2022,14.5
1452,Tranemo,2022,7.9
1460,Bengtsfors,2022,13.1
1461,Mellerud,2022,14.8
1462,Lilla Edet,2022,10
1463,Mark,2022,8.1
1465,Svenljunga,2022,9.4
1466,Herrljunga,2022,8.2
1470,Vara,2022,9.5
1471,Götene,2022,8.7
1472,Tibro,2022,12.9
1473,Töreboda,2022,12.4
1480,Göteborg,2022,12.3
1481,Mölndal,2022,7.6
1482,Kungälv,2022,7.4
1484,Lysekil,2022,10.8
1485,Uddevalla,2022,13
1486,Strömstad,2022,10.4
1487,Vänersborg,2022,13.3
1488,Trollhättan,2022,15.2
1489,Alingsås,2022,8.8
1490,Borås,2022,12.1
1491,Ulricehamn,2022,8.1
1492,Åmål,2022,16.1
1493,Mariestad,2022,9.5
1494,Lidköping,2022,8.5
1495,Skara,2022,11.2
1496,Skövde,2022,9.5
1497,Hjo,2022,8
1498,Tidaholm,2022,8.7
1499,Falköping,2022,12.1
1715,Kil,2022,10
1730,Eda,2022,10.7
1737,Torsby,2022,9.2
1760,Storfors,2022,13.2
1761,Hammarö,2022,7.5
1762,Munkfors,2022,14.1
1763,Forshaga,2022,11
1764,Grums,2022,13.2
1765,Årjäng,2022,8.2
1766,Sunne,2022,9.6
1780,Karlstad,2022,11.5
1781,Kristinehamn,2022,14
1782,Filipstad,2022,15.4
1783,Hagfors,2022,10
1784,Arvika,2022,9.4
1785,Säffle,2022,14.5
1814,Lekeberg,2022,7.8
1860,Laxå,2022,12
1861,Hallsberg,2022,11
1862,Degerfors,2022,13.8
1863,Hällefors,2022,15.3
1864,Ljusnarsberg,2022,14.6
1880,Örebro,2022,12.7
1881,Kumla,2022,10.5
1882,Askersund,2022,8.8
1883,Karlskoga,2022,12
1884,Nora,2022,11.3
1885,Lindesberg,2022,12.5
1904,Skinnskatteberg,2022,12.1
1907,Surahammar,2022,11.6
1960,Kungsör,2022,14.9
1961,Hallstahammar,2022,11.8
1962,Norberg,2022,13.6
1980,Västerås,2022,14.4
1981,Sala,2022,12.3
1982,Fagersta,2022,17.1
1983,Köping,2022,14.2
1984,Arboga,2022,13.1
2021,Vansbro,2022,8.2
2023,Malung-Sälen,2022,7.9
2026,Gagnef,2022,7
2029,Leksand,2022,7.9
2031,Rättvik,2022,8.7
2034,Orsa,2022,12.8
2039,Älvdalen,2022,11.1
2061,Smedjebacken,2022,9.5
2062,Mora,2022,9.2
2080,Falun,2022,8.5
2081,Borlänge,2022,14
2082,Säter,2022,7.7
2083,Hedemora,2022,12.4
2084,Avesta,2022,13.8
2085,Ludvika,2022,13.6
2101,Ockelbo,2022,13.8
2104,Hofors,2022,15.2
2121,Ovanåker,2022,12.9
2132,Nordanstig,2022,12.3
2161,Ljusdal,2022,14.1
2180,Gävle,2022,15.5
2181,Sandviken,2022,17.3
2182,Söderhamn,2022,16.8
2183,Bollnäs,2022,16.2
2184,Hudiksvall,2022,11.6
2260,Ånge,2022,12.2
2262,Timrå,2022,13.7
2280,Härnösand,2022,16.2
2281,Sundsvall,2022,12.4
2282,Kramfors,2022,14.1
2283,Sollefteå,2022,13.9
2284,Örnsköldsvik,2022,10.9
2303,Ragunda,2022,11.1
2305,Bräcke,2022,12.1
2309,Krokom,2022,7.1
2313,Strömsund,2022,12.6
2321,Åre,2022,9.5
2326,Berg,2022,12.4
2361,Härjedalen,2022,10.5
2380,Östersund,2022,10.4
2401,Nordmaling,2022,10.2
2403,Bjurholm,2022,11.2
2404,Vindeln,2022,8.7
2409,Robertsfors,2022,8.8
2417,Norsjö,2022,10.4
2418,Malå,2022,9.7
2421,Storuman,2022,9.9
2422,Sorsele,2022,12.2
2425,Dorotea,2022,9
2460,Vännäs,2022,9
2462,Vilhelmina,2022,12.7
2463,Åsele,2022,13.1
2480,Umeå,2022,8.2
2481,Lycksele,2022,11
2482,Skellefteå,2022,8.6
2505,Arvidsjaur,2022,13.3
2506,Arjeplog,2022,10.5
2510,Jokkmokk,2022,7.9
2513,Överkalix,2022,12.5
2514,Kalix,2022,10.8
2518,Övertorneå,2022,11.2
2521,Pajala,2022,9.2
2523,Gällivare,2022,6.7
2560,Älvsbyn,2022,11.1
2580,Luleå,2022,9.6
2581,Piteå,2022,9.5
2582,Boden,2022,10.7
2583,Haparanda,2022,15.4
2584,Kiruna,2022,6.5
0114,Upplands Väsby,2023,12.9
0115,Vallentuna,2023,6.8
0117,Österåker,2023,7.2
0120,Värmdö,2023,7.2
0123,Järfälla,2023,13.1
0125,Ekerö,2023,6.3
0126,Huddinge,2023,11.2
0127,Botkyrka,2023,16.4
0128,Salem,2023,8.8
0136,Haninge,2023,12.1
0138,Tyresö,2023,8.8
0139,Upplands-Bro,2023,12.6
0140,Nykvarn,2023,7.1
0160,Täby,2023,6.9
0162,Danderyd,2023,5.7
0163,Sollentuna,2023,10.1
0180,Stockholm,2023,10.5
0181,Södertälje,2023,16.6
0182,Nacka,2023,7.8
0183,Sundbyberg,2023,11.2
0184,Solna,2023,8.1
0186,Lidingö,2023,7.2
0187,Vaxholm,2023,5.9
0188,Norrtälje,2023,8.7
0191,Sigtuna,2023,13.8
0192,Nynäshamn,2023,11.2
0305,Håbo,2023,8.7
0319,Älvkarleby,2023,13.5
0330,Knivsta,2023,7.9
0331,Heby,2023,11.1
0360,Tierp,2023,11.2
0380,Uppsala,2023,9.9
0381,Enköping,2023,11.3
0382,Östhammar,2023,7
0428,Vingåker,2023,12.2
0461,Gnesta,2023,8.5
0480,Nyköping,2023,12.5
0481,Oxelösund,2023,13.2
0482,Flen,2023,17
0483,Katrineholm,2023,14.2
0484,Eskilstuna,2023,16.8
0486,Strängnäs,2023,10
0488,Trosa,2023,6.9
0509,Ödeshög,2023,8.3
0512,Ydre,2023,6.3
0513,Kinda,2023,7.9
0560,Boxholm,2023,9.2
0561,Åtvidaberg,2023,8.4
0562,Finspång,2023,11.8
0563,Valdemarsvik,2023,11.4
0580,Linköping,2023,9.3
0581,Norrköping,2023,14.3
0582,Söderköping,2023,8.5
0583,Motala,2023,12
0584,Vadstena,2023,9.2
0586,Mjölby,2023,9.3
0604,Aneby,2023,10.1
0617,Gnosjö,2023,8.1
0642,Mullsjö,2023,7.9
0643,Habo,2023,6.4
0662,Gislaved,2023,10.4
0665,Vaggeryd,2023,8.4
0680,Jönköping,2023,9.4
0682,Nässjö,2023,13.3
0683,Värnamo,2023,8.6
0684,Sävsjö,2023,13.7
0685,Vetlanda,2023,11.3
0686,Eksjö,2023,10
0687,Tranås,2023,11
0760,Uppvidinge,2023,13.6
0761,Lessebo,2023,15.6
0763,Tingsryd,2023,10.8
0764,Alvesta,2023,13
0765,Älmhult,2023,11.1
0767,Markaryd,2023,11.3
0780,Växjö,2023,11.3
0781,Ljungby,2023,9.4
0821,Högsby,2023,14.4
0834,Torsås,2023,10.5
0840,Mörbylånga,2023,6.8
0860,Hultsfred,2023,13
0861,Mönsterås,2023,9.6
0862,Emmaboda,2023,11.7
0880,Kalmar,2023,10.7
0881,Nybro,2023,12.4
0882,Oskarshamn,2023,9.7
0883,Västervik,2023,10.9
0884,Vimmerby,2023,9.6
0885,Borgholm,2023,9.4
0980,Gotland,2023,8.4
1060,Olofström,2023,13.3
1080,Karlskrona,2023,9.8
1081,Ronneby,2023,15.3
1082,Karlshamn,2023,12.9
1083,Sölvesborg,2023,11.4
1214,Svalöv,2023,11.1
1230,Staffanstorp,2023,8.6
1231,Burlöv,2023,16.2
1233,Vellinge,2023,6.2
1256,Östra Göinge,2023,15.6
1257,Örkelljunga,2023,11.5
1260,Bjuv,2023,14.9
1261,Kävlinge,2023,8.3
1262,Lomma,2023,6.1
1263,Svedala,2023,8.5
1264,Skurup,2023,10.8
1265,Sjöbo,2023,9.5
1266,Hörby,2023,9.8
1267,Höör,2023,8.9
1270,Tomelilla,2023,11.2
1272,Bromölla,2023,14
1273,Osby,2023,12.7
1275,Perstorp,2023,18.7
1276,Klippan,2023,12.4
1277,Åstorp,2023,16
1278,Båstad,2023,9.1
1280,Malmö,2023,17.7
1281,Lund,2023,8.4
1282,Landskrona,2023,15.5
1283,Helsingborg,2023,16.3
1284,Höganäs,2023,9.2
1285,Eslöv,2023,12.4
1286,Ystad,2023,9.5
1287,Trelleborg,2023,12.4
1290,Kristianstad,2023,14.2
1291,Simrishamn,2023,9.9
1292,Ängelholm,2023,9.8
1293,Hässleholm,2023,13.8
1315,Hylte,2023,11.8
1380,Halmstad,2023,11.9
1381,Laholm,2023,9.5
1382,Falkenberg,2023,10.5
1383,Varberg,2023,7.6
1384,Kungsbacka,2023,5.6
1401,Härryda,2023,6.8
1402,Partille,2023,8.5
1407,Öckerö,2023,5
1415,Stenungsund,2023,6.8
1419,Tjörn,2023,5.8
1421,Orust,2023,6.7
1427,Sotenäs,2023,7.8
1430,Munkedal,2023,9.6
1435,Tanum,2023,8.6
1438,Dals-Ed,2023,8
1439,Färgelanda,2023,10.8
1440,Ale,2023,7.8
1441,Lerum,2023,6.5
1442,Vårgårda,2023,9
1443,Bollebygd,2023,6.7
1444,Grästorp,2023,7.5
1445,Essunga,2023,8.8
1446,Karlsborg,2023,7
1447,Gullspång,2023,13.1
1452,Tranemo,2023,7.9
1460,Bengtsfors,2023,11
1461,Mellerud,2023,12.7
1462,Lilla Edet,2023,9.4
1463,Mark,2023,8.4
1465,Svenljunga,2023,9
1466,Herrljunga,2023,7.8
1470,Vara,2023,8.8
1471,Götene,2023,8
1472,Tibro,2023,11.3
1473,Töreboda,2023,10.3
1480,Göteborg,2023,11.9
1481,Mölndal,2023,7.4
1482,Kungälv,2023,6.8
1484,Lysekil,2023,9.2
1485,Uddevalla,2023,12.4
1486,Strömstad,2023,9.2
1487,Vänersborg,2023,12.1
1488,Trollhättan,2023,14.1
1489,Alingsås,2023,8.3
1490,Borås,2023,12.2
1491,Ulricehamn,2023,8.3
1492,Åmål,2023,14.2
1493,Mariestad,2023,8.5
1494,Lidköping,2023,7.8
1495,Skara,2023,10.4
1496,Skövde,2023,8.7
1497,Hjo,2023,7.3
1498,Tidaholm,2023,8
1499,Falköping,2023,10.9
1715,Kil,2023,8.7
1730,Eda,2023,10
1737,Torsby,2023,7.9
1760,Storfors,2023,12.2
1761,Hammarö,2023,6.9
1762,Munkfors,2023,11.7
1763,Forshaga,2023,10.4
1764,Grums,2023,12.3
1765,Årjäng,2023,7
1766,Sunne,2023,8.5
1780,Karlstad,2023,11
1781,Kristinehamn,2023,12.5
1782,Filipstad,2023,14.2
1783,Hagfors,2023,9.3
1784,Arvika,2023,8.2
1785,Säffle,2023,13
1814,Lekeberg,2023,7.4
1860,Laxå,2023,11.7
1861,Hallsberg,2023,10.9
1862,Degerfors,2023,13
1863,Hällefors,2023,12.7
1864,Ljusnarsberg,2023,12.5
1880,Örebro,2023,12.1
1881,Kumla,2023,10
1882,Askersund,2023,8.4
1883,Karlskoga,2023,11.1
1884,Nora,2023,10.3
1885,Lindesberg,2023,10.8
1904,Skinnskatteberg,2023,11.3
1907,Surahammar,2023,10.6
1960,Kungsör,2023,13
1961,Hallstahammar,2023,11.6
1962,Norberg,2023,12.4
1980,Västerås,2023,13.3
1981,Sala,2023,10.8
1982,Fagersta,2023,15.8
1983,Köping,2023,12.7
1984,Arboga,2023,11.3
2021,Vansbro,2023,7.3
2023,Malung-Sälen,2023,7.1
2026,Gagnef,2023,6.5
2029,Leksand,2023,7.3
2031,Rättvik,2023,8.4
2034,Orsa,2023,10.3
2039,Älvdalen,2023,10.3
2061,Smedjebacken,2023,8.7
2062,Mora,2023,8
2080,Falun,2023,8.1
2081,Borlänge,2023,13.2
2082,Säter,2023,7.5
2083,Hedemora,2023,11.8
2084,Avesta,2023,13.4
2085,Ludvika,2023,12.1
2101,Ockelbo,2023,13
2104,Hofors,2023,13.4
2121,Ovanåker,2023,13.8
2132,Nordanstig,2023,11.2
2161,Ljusdal,2023,13.2
2180,Gävle,2023,14.7
2181,Sandviken,2023,15.8
2182,Söderhamn,2023,15.8
2183,Bollnäs,2023,15.4
2184,Hudiksvall,2023,10.7
2260,Ånge,2023,10.1
2262,Timrå,2023,12.3
2280,Härnösand,2023,15
2281,Sundsvall,2023,11.2
2282,Kramfors,2023,11.8
2283,Sollefteå,2023,12.1
2284,Örnsköldsvik,2023,9.3
2303,Ragunda,2023,10.3
2305,Bräcke,2023,10.5
2309,Krokom,2023,7.3
2313,Strömsund,2023,13.6
2321,Åre,2023,8.3
2326,Berg,2023,10.1
2361,Härjedalen,2023,9.1
2380,Östersund,2023,9.6
2401,Nordmaling,2023,9.1
2403,Bjurholm,2023,11.1
2404,Vindeln,2023,7.9
2409,Robertsfors,2023,7.3
2417,Norsjö,2023,10
2418,Malå,2023,7.9
2421,Storuman,2023,8.5
2422,Sorsele,2023,9.1
2425,Dorotea,2023,7.3
2460,Vännäs,2023,8.1
2462,Vilhelmina,2023,10.7
2463,Åsele,2023,10.3
2480,Umeå,2023,7.5
2481,Lycksele,2023,10.1
2482,Skellefteå,2023,7.5
2505,Arvidsjaur,2023,9.9
2506,Arjeplog,2023,7.9
2510,Jokkmokk,2023,7.1
2513,Överkalix,2023,11
2514,Kalix,2023,10.6
2518,Övertorneå,2023,9.6
2521,Pajala,2023,7.1
2523,Gällivare,2023,6
2560,Älvsbyn,2023,10
2580,Luleå,2023,8.5
2581,Piteå,2023,9
2582,Boden,2023,9.3
2583,Haparanda,2023,13.7
2584,Kiruna,2023,5.3
