"municipality_code","municipality_name","year","population_total","population_working_age","share_postsecondary","employment_rate","unemployment_rate","labour_market_source_table","disposable_income_pbb","price_base_amount","disposable_income_sek_nominal","new_firm_starts_per_1000_16_64","program_exit_to_work_or_study_share"
"1461","Mellerud",2019,9310,4748,0.267877940833916,76,16,"IntGr1KomKonUtb",5.4,46500,251100,8.7,21.10091743
"1461","Mellerud",2020,9312,4723,0.271561771561772,76.4,18,"IntGr1KomKonUtb",5.5,47300,260150,11.1,21.20253164
"1461","Mellerud",2021,9268,4693,0.28248192209004,77,16.3,"IntGr1KomKonUtb",5.7,47600,271320,13.13983134,
"1461","Mellerud",2022,9263,4676,0.288330594036159,78.6,14.8,"IntGr1KomUtbBAS",5.8,48300,280140,10.78854453,42.6395939
"1461","Mellerud",2023,9165,4618,0.292468519838441,78.3,12.7,"IntGr1KomUtbBAS",5,52500,262500,8.32177531,57.42574258
"1462","Lilla Edet",2016,13728,7870,0.25285734443347,79.7,11.7,"IntGr1KomKonUtb",5.7,44300,252510,8,20.83333333
"1462","Lilla Edet",2017,13961,7990,0.259947317343685,80.7,11.4,"IntGr1KomKonUtb",5.8,44800,259840,8.9,4.54545455
"1462","Lilla Edet",2018,14046,8007,0.27015519846175,81.4,10.2,"IntGr1KomKonUtb",6,45500,273000,10.2,26.66666667
"1462","Lilla Edet",2019,14109,7971,0.277831292142562,81.8,10.2,"IntGr1KomKonUtb",6,46500,279000,10,33.33333333
"1462","Lilla Edet",2020,14282,8025,0.285168508664211,80.7,12.8,"IntGr1KomKonUtb",6,47300,283800,9.6,16.12903226
"1462","Lilla Edet",2021,14509,8133,0.292869611924265,81.3,12.4,"IntGr1KomKonUtb",6.2,47600,295120,10.45136097,22.72727273
"1462","Lilla Edet",2022,14428,8000,0.301299404439632,83.3,10,"IntGr1KomUtbBAS",6.4,48300,309120,9.85899347,42.42424242
"1462","Lilla Edet",2023,14426,7958,0.307577606072929,82.8,9.4,"IntGr1KomUtbBAS",5.6,52500,294000,9.54154061,
"1463","Mark",2016,34218,18559,0.296010140641033,82.8,9.4,"IntGr1KomKonUtb",5.7,44300,252510,9.8,
"1463","Mark",2017,34484,18627,0.301081694854479,83.2,9,"IntGr1KomKonUtb",5.7,44800,255360,10.3,26.08695652
"1463","Mark",2018,34781,18679,0.305709894786618,83.2,9.1,"IntGr1KomKonUtb",5.8,45500,263900,9.3,23.23943662
"1463","Mark",2019,34754,18609,0.312703583061889,82.9,9.3,"IntGr1KomKonUtb",5.9,46500,274350,9.1,23.65591397
"1463","Mark",2020,34896,18644,0.31595381171203,82.4,11,"IntGr1KomKonUtb",5.9,47300,279070,10.6,31.57894736
"1463","Mark",2021,35201,18715,0.328520279391912,83.8,10.4,"IntGr1KomKonUtb",6.1,47600,290360,10.47867369,26.81992337
"1463","Mark",2022,35329,18742,0.33935250116877,84.8,8.1,"IntGr1KomUtbBAS",6.3,48300,304290,10.5108055,34.76190476
"1463","Mark",2023,35287,18736,0.348308698954256,84,8.4,"IntGr1KomUtbBAS",5.5,52500,288750,10.22855185,30.05780347
"1465","Svenljunga",2016,10679,5691,0.211937377690802,80.3,11.2,"IntGr1KomKonUtb",5.5,44300,243650,11.4,38.57142858
"1465","Svenljunga",2017,10659,5644,0.215967045900353,81,10.2,"IntGr1KomKonUtb",5.6,44800,250880,10.8,40.19607843
"1465","Svenljunga",2018,10683,5607,0.223892250634394,81.5,9.5,"IntGr1KomKonUtb",5.6,45500,254800,8.3,31.86813187
"1465","Svenljunga",2019,10780,5636,0.228808650318594,81.1,9.2,"IntGr1KomKonUtb",5.6,46500,260400,8.2,30
"1465","Svenljunga",2020,10751,5583,0.240116279069767,80.5,11.5,"IntGr1KomKonUtb",5.7,47300,269610,11.9,37.36263737
"1465","Svenljunga",2021,10864,5655,0.248310484649546,81.6,11.7,"IntGr1KomKonUtb",5.9,47600,280840,10.54539463,25.2631579
"1465","Svenljunga",2022,10816,5597,0.263897015798713,82.7,9.4,"IntGr1KomUtbBAS",6,48300,289800,10.83743842,26.47058824
"1465","Svenljunga",2023,10759,5503,0.265511128619263,82.2,9,"IntGr1KomUtbBAS",5.2,52500,273000,10.92353525,35.64356436
"1466","Herrljunga",2016,9486,5157,0.268383155138556,81.5,9.5,"IntGr1KomKonUtb",5.6,44300,248080,8.1,22.53521127
"1466","Herrljunga",2017,9485,5116,0.273775843307943,82.5,9.5,"IntGr1KomKonUtb",5.7,44800,255360,8.6,80
"1466","Herrljunga",2018,9494,5079,0.278312199387844,82.1,9.2,"IntGr1KomKonUtb",5.8,45500,263900,8.5,
"1466","Herrljunga",2019,9464,5092,0.283650689428759,82.5,9.6,"IntGr1KomKonUtb",5.8,46500,269700,8.5,21.62162162
"1466","Herrljunga",2020,9444,5058,0.285182753337711,82.3,10.9,"IntGr1KomKonUtb",5.8,47300,274340,10,20.68965517
"1466","Herrljunga",2021,9501,5041,0.295663600525624,82.9,10,"IntGr1KomKonUtb",6,47600,285600,13.23529412,21.95121951
"1466","Herrljunga",2022,9517,5034,0.303129787699716,84.3,8.2,"IntGr1KomUtbBAS",6.1,48300,294630,9.19286634,41.02564103
"1466","Herrljunga",2023,9441,5015,0.313472070098576,83.8,7.8,"IntGr1KomUtbBAS",5.4,52500,283500,11.07419712,30
"1470","Vara",2016,15788,8643,0.246670976082741,80.5,11,"IntGr1KomKonUtb",5.5,44300,243650,12.7,
"1470","Vara",2017,15942,8699,0.250606408783352,80.8,9.8,"IntGr1KomKonUtb",5.6,44800,250880,11.5,44.73684211
"1470","Vara",2018,15952,8668,0.253689567430025,81.6,9.3,"IntGr1KomKonUtb",5.7,45500,259350,9.9,40.90909091
"1470","Vara",2019,16024,8655,0.259545858175821,80.7,9.3,"IntGr1KomKonUtb",5.8,46500,269700,9,22.47191011
"1470","Vara",2020,16096,8631,0.265617064499746,80,10.9,"IntGr1KomKonUtb",5.7,47300,269610,11.8,
"1470","Vara",2021,16162,8627,0.268956743002545,81.5,10.2,"IntGr1KomKonUtb",5.9,47600,280840,12.8314799,47.72727272
"1470","Vara",2022,16163,8600,0.276772055073942,82.4,9.5,"IntGr1KomUtbBAS",6.1,48300,294630,10.81023226,48.48484848
"1470","Vara",2023,16066,8506,0.280097648721573,83,8.8,"IntGr1KomUtbBAS",5.3,52500,278250,9.42587832,35.48387096
"1471","Götene",2016,13275,7101,0.286047234307023,82.2,11.3,"IntGr1KomKonUtb",5.6,44300,248080,9,
"1471","Götene",2017,13242,7036,0.294457455113193,83.3,11,"IntGr1KomKonUtb",5.8,44800,259840,7.6,
"1471","Götene",2018,13232,6965,0.300833464381192,83.9,10.7,"IntGr1KomKonUtb",5.8,45500,263900,8.8,
"1471","Götene",2019,13207,6908,0.30435466121679,84.1,10.3,"IntGr1KomKonUtb",5.9,46500,274350,7.5,
"1471","Götene",2020,13194,6868,0.309856940732589,83.2,11.5,"IntGr1KomKonUtb",5.8,47300,274340,8.5,35.11450382
"1471","Götene",2021,13263,6851,0.315946115288221,84.2,10.9,"IntGr1KomKonUtb",6.1,47600,290360,13.07101469,
"1471","Götene",2022,13275,6852,0.327765521588402,86.1,8.7,"IntGr1KomUtbBAS",6.3,48300,304290,12.34899329,
"1471","Götene",2023,13218,6779,0.330847350047604,85.1,8,"IntGr1KomUtbBAS",5.5,52500,288750,11.84068891,
"1472","Tibro",2016,11070,5901,0.269826283987915,77.1,16.7,"IntGr1KomKonUtb",5.4,44300,239220,9.1,
"1472","Tibro",2017,11110,5904,0.273035613340871,79.3,16,"IntGr1KomKonUtb",5.6,44800,250880,8.1,81.11111112
"1472","Tibro",2018,11168,5948,0.282414307004471,79.6,14.9,"IntGr1KomKonUtb",5.7,45500,259350,9,44.57831326
"1472","Tibro",2019,11240,5948,0.28550185873606,79,14.9,"IntGr1KomKonUtb",5.7,46500,265050,7.7,35
"1472","Tibro",2020,11297,5970,0.286877660558949,77.7,17.4,"IntGr1KomKonUtb",5.7,47300,269610,8.9,57.14285714
"1472","Tibro",2021,11281,5924,0.290784095131921,79.8,16.5,"IntGr1KomKonUtb",5.9,47600,280840,9.51489627,37.5
"1472","Tibro",2022,11399,5968,0.298452468680914,81.5,12.9,"IntGr1KomUtbBAS",6.1,48300,294630,11.52827543,50
"1472","Tibro",2023,11332,5919,0.307919512645376,82.2,11.3,"IntGr1KomUtbBAS",5.3,52500,278250,7.24525975,47.27272728
"1473","Töreboda",2016,9435,5079,0.259785698666084,74.5,17.4,"IntGr1KomKonUtb",5.2,44300,230360,6.8,21.14285714
"1473","Töreboda",2017,9414,4990,0.261398849048251,75.6,16.3,"IntGr1KomKonUtb",5.3,44800,237440,7.8,78.6163522
"1473","Töreboda",2018,9312,4942,0.267773043283247,77.3,14.9,"IntGr1KomKonUtb",5.4,45500,245700,8.5,61.72839506
"1473","Töreboda",2019,9293,4936,0.271418934112885,76.9,15.1,"IntGr1KomKonUtb",5.4,46500,251100,8.2,74.61538462
"1473","Töreboda",2020,9281,4934,0.273442770407016,76.6,15.8,"IntGr1KomKonUtb",5.4,47300,255420,8.8,85.36585366
"1473","Töreboda",2021,9207,4827,0.282256222881937,78,15.2,"IntGr1KomKonUtb",5.7,47600,271320,10.72386059,54.48275862
"1473","Töreboda",2022,9186,4777,0.290076335877863,79.7,12.4,"IntGr1KomUtbBAS",5.9,48300,284970,8.78701051,61.9047619
"1473","Töreboda",2023,9141,4702,0.293379790940767,79.7,10.3,"IntGr1KomUtbBAS",5.1,52500,267750,8.88030888,37.20930233
"1480","Göteborg",2016,556640,350993,0.52236360692893,75.9,12.8,"IntGr1KomKonUtb",5.6,44300,248080,12.9,54.87179487
"1480","Göteborg",2017,564039,354979,0.526717095310136,76.5,12.5,"IntGr1KomKonUtb",5.7,44800,255360,12.1,
"1480","Göteborg",2018,571868,358966,0.534712302333158,76.8,12.1,"IntGr1KomKonUtb",5.8,45500,263900,11.4,43.39622642
"1480","Göteborg",2019,579281,363512,0.540104989143308,76.7,12.1,"IntGr1KomKonUtb",5.9,46500,274350,11.7,40.91690545
"1480","Göteborg",2020,583056,365398,0.547025711149674,75,15.6,"IntGr1KomKonUtb",5.9,47300,279070,12.8,39.10991234
"1480","Göteborg",2021,587549,367578,0.550800407991254,76.8,14.9,"IntGr1KomKonUtb",6.1,47600,290360,13.45848486,47.5626741
"1480","Göteborg",2022,596841,374381,0.562219864061734,78.6,12.3,"IntGr1KomUtbBAS",6.3,48300,304290,12.45614394,46.76882078
"1480","Göteborg",2023,604616,380275,0.56967292117071,78.4,11.9,"IntGr1KomUtbBAS",5.4,52500,283500,11.38059655,39.60629921
"1481","Mölndal",2016,64465,37989,0.523644582734024,84.1,7.9,"IntGr1KomKonUtb",6.3,44300,279090,10.7,32.9317269
"1481","Mölndal",2017,66121,39112,0.532645755199455,84.2,8,"IntGr1KomKonUtb",6.4,44800,286720,10.5,27.45098039
"1481","Mölndal",2018,68152,40630,0.542691751085384,84.4,7.7,"IntGr1KomKonUtb",6.5,45500,295750,9.7,41.98895027
"1481","Mölndal",2019,69364,41540,0.552235244206396,84.1,7.6,"IntGr1KomKonUtb",6.6,46500,306900,10.7,37.20930232
"1481","Mölndal",2020,69901,41759,0.561541093186663,83.1,10.2,"IntGr1KomKonUtb",6.6,47300,312180,10.7,31.90184049
"1481","Mölndal",2021,69943,41635,0.570939811037714,84,9.5,"IntGr1KomKonUtb",6.9,47600,328440,12.5984252,27.54716981
"1481","Mölndal",2022,70109,41733,0.584803754489919,85.8,7.6,"IntGr1KomUtbBAS",7.1,48300,342930,10.57906459,35.1744186
"1481","Mölndal",2023,70534,41990,0.591270980709494,85.6,7.4,"IntGr1KomUtbBAS",6.2,52500,325500,9.52909818,26.79558011
"1482","Kungälv",2016,43289,23960,0.40478624535316,86.6,6.5,"IntGr1KomKonUtb",6.3,44300,279090,10.5,45.96774193
"1482","Kungälv",2017,44110,24402,0.409568684305908,86.6,6.6,"IntGr1KomKonUtb",6.5,44800,291200,10.2,24.32432433
"1482","Kungälv",2018,45086,24932,0.415456155890168,86.7,7.2,"IntGr1KomKonUtb",6.6,45500,300300,10.5,
"1482","Kungälv",2019,46336,25761,0.422413056481244,85.9,7.4,"IntGr1KomKonUtb",6.6,46500,306900,11.8,52.13675214
"1482","Kungälv",2020,47050,26068,0.431505986137366,84.8,9.6,"IntGr1KomKonUtb",6.6,47300,312180,12.4,37.32394366
"1482","Kungälv",2021,48271,26756,0.439949327775735,86,9.1,"IntGr1KomKonUtb",6.8,47600,323680,12.45057918,34.14634146
"1482","Kungälv",2022,49068,27106,0.454010953608248,87.3,7.4,"IntGr1KomUtbBAS",7,48300,338100,10.74674315,36.36363636
"1482","Kungälv",2023,49785,27503,0.464892097746747,87.3,6.8,"IntGr1KomUtbBAS",6.2,52500,325500,10.40993366,19.23076923
"1484","Lysekil",2016,14570,7606,0.313685439159615,78.4,11.7,"IntGr1KomKonUtb",5.6,44300,248080,8.6,
"1484","Lysekil",2017,14621,7545,0.316472303206997,78.9,11.2,"IntGr1KomKonUtb",5.7,44800,255360,9.4,
"1484","Lysekil",2018,14611,7427,0.321978672985782,79.6,11.2,"IntGr1KomKonUtb",5.8,45500,263900,8.2,25.40983607
"1484","Lysekil",2019,14555,7338,0.322537112010796,78.7,11.6,"IntGr1KomKonUtb",5.8,46500,269700,7,40.38461539
"1484","Lysekil",2020,14366,7172,0.32810835489271,78,13.3,"IntGr1KomKonUtb",5.9,47300,279070,10.7,35.11450382
"1484","Lysekil",2021,14266,7055,0.340298048855431,79.8,13,"IntGr1KomKonUtb",6.2,47600,295120,10.52631579,42.06349207
"1484","Lysekil",2022,14170,6971,0.348826364060314,81.9,10.8,"IntGr1KomUtbBAS",6.3,48300,304290,11.08325637,49.28571428
"1484","Lysekil",2023,13969,6772,0.355238095238095,82,9.2,"IntGr1KomUtbBAS",5.5,52500,288750,8.37765957,27.38853504
"1485","Uddevalla",2016,55164,30846,0.371297317162808,78.9,14.3,"IntGr1KomKonUtb",5.6,44300,248080,11.2,
"1485","Uddevalla",2017,55763,31075,0.376656861677016,79.5,14.6,"IntGr1KomKonUtb",5.7,44800,255360,11.2,44.50261781
"1485","Uddevalla",2018,56259,31174,0.382952794006954,79.5,14.4,"IntGr1KomKonUtb",5.8,45500,263900,9.5,32.68698061
"1485","Uddevalla",2019,56703,31260,0.388589958308093,79.2,14.4,"IntGr1KomKonUtb",5.8,46500,269700,11.4,30.3030303
"1485","Uddevalla",2020,56787,31164,0.391785994158296,78.6,15.7,"IntGr1KomKonUtb",5.9,47300,279070,11.1,25.08833922
"1485","Uddevalla",2021,57122,31114,0.397377890199152,79.7,15.7,"IntGr1KomKonUtb",6.1,47600,290360,11.50040118,26.66666667
"1485","Uddevalla",2022,57282,31064,0.406590666191664,81.5,13,"IntGr1KomUtbBAS",6.3,48300,304290,11.1322211,34.8
"1485","Uddevalla",2023,57045,30903,0.410706622800744,81.3,12.4,"IntGr1KomUtbBAS",5.4,52500,283500,10.49822064,28.27225131
"1486","Strömstad",2016,13079,7288,0.285253456221198,70.9,10.2,"IntGr1KomKonUtb",5.4,44300,239220,14.6,
"1486","Strömstad",2017,13218,7303,0.284053156146179,71.3,10.7,"IntGr1KomKonUtb",5.5,44800,246400,12.8,38.0952381
"1486","Strömstad",2018,13253,7260,0.285994566857833,71.1,10.6,"IntGr1KomKonUtb",5.5,45500,250250,13.7,34.7826087
"1486","Strömstad",2019,13218,7200,0.288609892603237,71.2,9.7,"IntGr1KomKonUtb",5.6,46500,260400,13,
"1486","Strömstad",2020,13244,7210,0.296329859537834,67.4,15.1,"IntGr1KomKonUtb",5.9,47300,279070,9.5,44.44444444
"1486","Strömstad",2021,13277,7158,0.303911124638563,69.8,15.6,"IntGr1KomKonUtb",6.1,47600,290360,11.34733272,81.57894737
"1486","Strömstad",2022,13290,7169,0.310835351089588,83.9,10.4,"IntGr1KomUtbBAS",6.4,48300,309120,8.99608866,69.56521739
"1486","Strömstad",2023,13476,7307,0.312248247053558,83.2,9.2,"IntGr1KomUtbBAS",5.5,52500,288750,10.90909091,52.56410256
"1487","Vänersborg",2016,38955,21080,0.364833297940115,77.7,15.9,"IntGr1KomKonUtb",5.5,44300,243650,9.1,14.22872341
"1487","Vänersborg",2017,39151,21074,0.368754286920276,79.2,15.3,"IntGr1KomKonUtb",5.6,44800,250880,8.7,9.06862746
"1487","Vänersborg",2018,39411,21140,0.376784214945424,79.5,14.1,"IntGr1KomKonUtb",5.7,45500,259350,7.6,9.24261874
"1487","Vänersborg",2019,39591,21273,0.381417454431504,78.5,14.3,"IntGr1KomKonUtb",5.7,46500,265050,7.5,25.4180602
"1487","Vänersborg",2020,39624,21177,0.386310360993905,77.9,16.4,"IntGr1KomKonUtb",5.8,47300,274340,9.6,28.51239669
"1487","Vänersborg",2021,39636,21210,0.393501429685469,78.8,15.6,"IntGr1KomKonUtb",6,47600,285600,9.60660726,34.43708609
"1487","Vänersborg",2022,39904,21268,0.403029202759479,81.3,13.3,"IntGr1KomUtbBAS",6.2,48300,299460,8.20170109,32.0754717
"1487","Vänersborg",2023,40012,21329,0.412538178806233,80.6,12.1,"IntGr1KomUtbBAS",5.3,52500,278250,7.6085077,26.33587786
"1488","Trollhättan",2016,57753,33042,0.387184115523466,75.5,18.4,"IntGr1KomKonUtb",5.5,44300,243650,7.7,18.46153846
"1488","Trollhättan",2017,58238,33215,0.395236949723358,77.1,17.1,"IntGr1KomKonUtb",5.6,44800,250880,7.4,15.85535466
"1488","Trollhättan",2018,58728,33339,0.403623262295639,77.6,16,"IntGr1KomKonUtb",5.7,45500,259350,7.6,34.64818763
"1488","Trollhättan",2019,59058,33514,0.411440293237381,77.2,16.1,"IntGr1KomKonUtb",5.8,46500,269700,7,12.24489796
"1488","Trollhättan",2020,59249,33609,0.420829154129054,75.6,18.4,"IntGr1KomKonUtb",5.7,47300,269610,8.5,23.61111111
"1488","Trollhättan",2021,59154,33510,0.426958007976139,76.9,18.1,"IntGr1KomKonUtb",6,47600,285600,8.88450148,45.04504505
"1488","Trollhättan",2022,59274,33644,0.437358314441926,79.1,15.2,"IntGr1KomUtbBAS",6.2,48300,299460,8.20526894,92.56756757
"1488","Trollhättan",2023,59073,33577,0.447854399732844,78.9,14.1,"IntGr1KomUtbBAS",5.3,52500,278250,8.53228321,62.38317757
"1489","Alingsås",2016,40045,21767,0.405235494177059,83.4,10,"IntGr1KomKonUtb",5.8,44300,256940,10.8,52.96296296
"1489","Alingsås",2017,40390,21793,0.410209102091021,83.8,9.4,"IntGr1KomKonUtb",6,44800,268800,10,47.88732395
"1489","Alingsås",2018,41070,22122,0.416064619707004,84.1,9.2,"IntGr1KomKonUtb",6.1,45500,277550,10.1,50.64377682
"1489","Alingsås",2019,41420,22201,0.420614756140089,83.6,9.1,"IntGr1KomKonUtb",6.1,46500,283650,10.9,39.79238754
"1489","Alingsås",2020,41602,22172,0.427066772655008,83.3,11.2,"IntGr1KomKonUtb",6.1,47300,288530,10.9,37.91208791
"1489","Alingsås",2021,41853,22183,0.436631599841207,84.5,10.5,"IntGr1KomKonUtb",6.4,47600,304640,11.2298798,35.46511628
"1489","Alingsås",2022,42199,22231,0.44799526557183,85.9,8.8,"IntGr1KomUtbBAS",6.5,48300,313950,12.15767635,31.86813186
"1489","Alingsås",2023,42382,22241,0.455893217751071,85.8,8.3,"IntGr1KomUtbBAS",5.7,52500,299250,9.76031628,19.68503937
"1490","Borås",2016,109880,63065,0.373598913535536,79.4,14.1,"IntGr1KomKonUtb",5.6,44300,248080,10.3,28.26086957
"1490","Borås",2017,111026,63556,0.378154855268787,80.1,13.7,"IntGr1KomKonUtb",5.7,44800,255360,11,29.91913746
"1490","Borås",2018,112178,64028,0.382857746404492,80.9,13.2,"IntGr1KomKonUtb",5.8,45500,263900,9.8,26.14056721
"1490","Borås",2019,113179,64498,0.38826484336845,80,13.2,"IntGr1KomKonUtb",5.8,46500,269700,10.1,21.16040955
"1490","Borås",2020,113714,64832,0.394029695594172,79,15.4,"IntGr1KomKonUtb",5.8,47300,274340,10.5,14.73354232
"1490","Borås",2021,114091,64813,0.398600671954556,80.7,14.6,"IntGr1KomKonUtb",6,47600,285600,11.50376798,23.05140961
"1490","Borås",2022,114445,65153,0.407471373551407,81.8,12.1,"IntGr1KomUtbBAS",6.2,48300,299460,10.33326197,23.7735849
"1490","Borås",2023,114592,65282,0.411605449215382,80.9,12.2,"IntGr1KomUtbBAS",5.3,52500,278250,10.53945558,16.12903225
"1491","Ulricehamn",2016,23887,12902,0.302615624458687,83.3,9.7,"IntGr1KomKonUtb",5.7,44300,252510,10.5,31.66666666
"1491","Ulricehamn",2017,24296,13081,0.304303539597657,83.8,9.6,"IntGr1KomKonUtb",5.8,44800,259840,8.5,39.63414634
"1491","Ulricehamn",2018,24445,13090,0.311617350369872,84.3,9.6,"IntGr1KomKonUtb",5.9,45500,268450,8.6,35.81081081
"1491","Ulricehamn",2019,24668,13184,0.315469244874146,83.7,9.1,"IntGr1KomKonUtb",5.9,46500,274350,9,39.37823834
"1491","Ulricehamn",2020,24704,13171,0.321562734785875,83.7,10.4,"IntGr1KomKonUtb",5.9,47300,279070,9.9,36.79245283
"1491","Ulricehamn",2021,24898,13221,0.328943008614977,84.9,10.3,"IntGr1KomKonUtb",6.2,47600,295120,12.10806271,
"1491","Ulricehamn",2022,25108,13281,0.33947759960324,86,8.1,"IntGr1KomUtbBAS",6.3,48300,304290,10.25033122,39.25233645
"1491","Ulricehamn",2023,25087,13234,0.348627645502646,85.3,8.3,"IntGr1KomUtbBAS",5.5,52500,288750,10.14311519,39.75903615
"1492","Åmål",2016,12801,6700,0.293380140421264,73.3,20.2,"IntGr1KomKonUtb",5.1,44300,225930,10,
"1492","Åmål",2017,12711,6600,0.295473666498401,75.3,20,"IntGr1KomKonUtb",5.2,44800,232960,10.2,18.6440678
"1492","Åmål",2018,12720,6574,0.300691050058992,75,19.8,"IntGr1KomKonUtb",5.3,45500,241150,8.3,38.99371069
"1492","Åmål",2019,12610,6467,0.302606917703186,74.9,19.1,"IntGr1KomKonUtb",5.3,46500,246450,8.1,38.88888889
"1492","Åmål",2020,12441,6369,0.305843706777317,75.4,19.8,"IntGr1KomKonUtb",5.5,47300,260150,7.9,20.18348624
"1492","Åmål",2021,12318,6280,0.309935393748909,76.6,18.4,"IntGr1KomKonUtb",5.7,47600,271320,11.01768629,16.27906977
"1492","Åmål",2022,12216,6195,0.318881613873651,79.8,16.1,"IntGr1KomUtbBAS",5.9,48300,284970,8.44496214,46.15384615
"1492","Åmål",2023,12006,6076,0.325635937218113,79.5,14.2,"IntGr1KomUtbBAS",5.1,52500,267750,7.25066588,27.36842105
"1493","Mariestad",2016,24215,12881,0.312489143651207,80.5,12.7,"IntGr1KomKonUtb",5.6,44300,248080,9.7,23.00469483
"1493","Mariestad",2017,24290,12887,0.317334254143646,81.2,12,"IntGr1KomKonUtb",5.7,44800,255360,8.1,41.75438597
"1493","Mariestad",2018,24372,12860,0.325967325881341,81.9,11.3,"IntGr1KomKonUtb",5.8,45500,263900,8.7,29.26045016
"1493","Mariestad",2019,24537,12876,0.329675040727086,81.2,11.5,"IntGr1KomKonUtb",5.8,46500,269700,7.4,40.65656565
"1493","Mariestad",2020,24513,12818,0.33610136118483,81.4,11.8,"IntGr1KomKonUtb",5.9,47300,279070,8.2,28.06324111
"1493","Mariestad",2021,24723,12905,0.3472921108742,82.5,11.1,"IntGr1KomKonUtb",6.1,47600,290360,9.28107375,48.22695035
"1493","Mariestad",2022,24768,12938,0.354621991665958,84,9.5,"IntGr1KomUtbBAS",6.2,48300,299460,8.98844343,35.17915309
"1493","Mariestad",2023,24647,12893,0.361660248181429,83.8,8.5,"IntGr1KomUtbBAS",5.4,52500,283500,8.20373805,
"1494","Lidköping",2016,39235,21785,0.365227718682227,82.2,10.8,"IntGr1KomKonUtb",5.7,44300,252510,8.8,35.48387097
"1494","Lidköping",2017,39506,21824,0.367930327868852,83.2,10.3,"IntGr1KomKonUtb",5.8,44800,259840,9.8,38.05309735
"1494","Lidköping",2018,39879,21876,0.373909515114628,83.5,9.7,"IntGr1KomKonUtb",6,45500,273000,10,20.71428572
"1494","Lidköping",2019,40089,21859,0.377872254276749,83,9.7,"IntGr1KomKonUtb",6,46500,279000,8.3,30.95238095
"1494","Lidköping",2020,40328,21939,0.384824667472793,82.4,11.2,"IntGr1KomKonUtb",6,47300,283800,10.5,38.75
"1494","Lidköping",2021,40460,21874,0.392304200917848,84,10.4,"IntGr1KomKonUtb",6.2,47600,295120,11.86254644,37.33333333
"1494","Lidköping",2022,40457,21734,0.398791694166624,85.5,8.5,"IntGr1KomUtbBAS",6.4,48300,309120,9.63488844,46.53061224
"1494","Lidköping",2023,40539,21723,0.404771594261878,84.9,7.8,"IntGr1KomUtbBAS",5.5,52500,288750,9.61945928,56.5
"1495","Skara",2016,18979,10548,0.318452703434825,77.5,15.5,"IntGr1KomKonUtb",5.5,44300,243650,9.8,
"1495","Skara",2017,18843,10409,0.321486618268501,79.3,14.5,"IntGr1KomKonUtb",5.7,44800,255360,9.1,19.62616823
"1495","Skara",2018,18829,10344,0.322503790340048,79.9,14.2,"IntGr1KomKonUtb",5.8,45500,263900,8.3,30.17241379
"1495","Skara",2019,18837,10353,0.325177076625885,80,14.1,"IntGr1KomKonUtb",5.8,46500,269700,8.5,44.51219512
"1495","Skara",2020,18695,10269,0.330348473405977,79.3,15.3,"IntGr1KomKonUtb",5.8,47300,274340,8.9,45.56962025
"1495","Skara",2021,18732,10244,0.33646474462801,80.4,13.6,"IntGr1KomKonUtb",6,47600,285600,9.48036848,56.70103093
"1495","Skara",2022,18755,10164,0.34297520661157,82.3,11.2,"IntGr1KomUtbBAS",6.2,48300,299460,10.23063807,59.88372093
"1495","Skara",2023,18654,10053,0.345947719566882,81.7,10.4,"IntGr1KomUtbBAS",5.4,52500,283500,7.48017304,46.98795181
"1496","Skövde",2016,54133,31830,0.407512660764382,80.7,11.7,"IntGr1KomKonUtb",5.8,44300,256940,8.4,57.89473685
"1496","Skövde",2017,54975,32147,0.410872358652199,81.3,11.1,"IntGr1KomKonUtb",5.9,44800,264320,8.8,37.98076923
"1496","Skövde",2018,55729,32428,0.41866112910038,81.8,10.8,"IntGr1KomKonUtb",6,45500,273000,7.9,40.47619047
"1496","Skövde",2019,56366,32712,0.425982608695652,80.8,10.8,"IntGr1KomKonUtb",6,46500,279000,9.1,29.35779817
"1496","Skövde",2020,56791,32887,0.432289688977873,79.9,13.1,"IntGr1KomKonUtb",6,47300,283800,8.9,45.51282051
"1496","Skövde",2021,57016,32789,0.440196010766789,81.2,11.6,"IntGr1KomKonUtb",6.3,47600,299880,9.59551643,52.57731959
"1496","Skövde",2022,57463,33017,0.448987311302913,82.8,9.5,"IntGr1KomUtbBAS",6.4,48300,309120,7.73743729,49.53271028
"1496","Skövde",2023,57763,33198,0.455282876194404,82.5,8.7,"IntGr1KomUtbBAS",5.6,52500,294000,7.96622097,29.4117647
"1497","Hjo",2016,9048,4760,0.317204301075269,81.7,10.2,"IntGr1KomKonUtb",5.6,44300,248080,10.1,
"1497","Hjo",2017,9093,4735,0.316047652417659,82.4,9.5,"IntGr1KomKonUtb",5.7,44800,255360,10.5,100
"1497","Hjo",2018,9176,4703,0.324374853937836,82.9,9.5,"IntGr1KomKonUtb",5.8,45500,263900,9.4,69.23076923
"1497","Hjo",2019,9210,4677,0.333333333333333,82.3,9.7,"IntGr1KomKonUtb",5.8,46500,269700,11.6,28.04878049
"1497","Hjo",2020,9229,4689,0.340311700395441,81.5,12,"IntGr1KomKonUtb",5.8,47300,274340,11,51.11111111
"1497","Hjo",2021,9233,4698,0.34922471650081,83,11,"IntGr1KomKonUtb",6.1,47600,290360,15.35735381,64.93506494
